,region,tg,prob,eval,taxid,lineage,dbStartPos,dbEndPos,qStartPos,qEndPos
145,blade,AF-A0A9P0M3N9-F1-model_v6,1.0,2.76e-15,200917.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Endopterygota;Coleoptera;Polyphaga;Cucujiformia;Chrysomeloidea;Chrysomelidae;Bruchinae;Bruchini;Acanthoscelides;Acanthoscelides obtectus,2,468,838,1304
146,blade,AF-A0A2S2NRA1-F1-model_v6,1.0,1.4e-47,13262.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Paraneoptera;Hemiptera;Sternorrhyncha;Aphidomorpha;Aphidoidea;Aphididae;Aphidinae;Aphidini;Schizaphis;Schizaphis graminum,5,960,347,1304
147,blade,AF-A0A0N5B170-F1-model_v6,1.0,1.52e-15,451379.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Chromadorea;Rhabditida;Spirurina;Oxyuridomorpha;Oxyuroidea;Oxyuridae;Syphacia;Syphacia muris,2,772,200,1304
148,blade,AF-A0A9P0KR01-F1-model_v6,1.0,3.32e-05,200917.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Endopterygota;Coleoptera;Polyphaga;Cucujiformia;Chrysomeloidea;Chrysomelidae;Bruchinae;Bruchini;Acanthoscelides;Acanthoscelides obtectus,2,268,1044,1304
149,blade,AF-A0A0V1E9W0-F1-model_v6,1.0,9.510000000000001e-43,6337.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Enoplea;Dorylaimia;Trichinellida;Trichinellidae;Trichinella;Trichinella pseudospiralis,25,955,306,1304
150,blade,AF-A0A4U5PAW8-F1-model_v6,1.0,0.00253,34508.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Chromadorea;Rhabditida;Tylenchina;Panagrolaimomorpha;Strongyloidoidea;Steinernematidae;Steinernema;Steinernema carpocapsae,39,190,1142,1304
151,blade,AF-A0A482RRZ8-F1-model_v6,1.0,0.000347,1906665.0,cellular organisms;Archaea;unclassified Archaea;archaeon,1,946,1,957
152,blade,AF-A0AAV9R4T2-F1-model_v6,1.0,3.46e-20,28760.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Ovalentaria;Atherinomorphae;Cyprinodontiformes;Cyprinodontoidei;Goodeidae;Crenichthys;Crenichthys baileyi,1,331,870,1304
153,blade,AF-A0A0A9XEI2-F1-model_v6,1.0,4.889999999999999e-54,30085.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Paraneoptera;Hemiptera;Prosorrhyncha;Heteroptera;Euheteroptera;Neoheteroptera;Panheteroptera;Cimicomorpha;Cimicoidea;Miridae;Mirinae;Mirini;Lygus;Lygus hesperus,1,1194,1,1229
154,blade,AF-A0A315VGY0-F1-model_v6,1.0,1.9000000000000002e-80,33528.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Ovalentaria;Atherinomorphae;Cyprinodontiformes;Cyprinodontoidei;Poeciliidae;Poeciliinae;Gambusia;Gambusia affinis,70,1178,15,1158
155,blade,AF-A0A3Q2Y0W9-F1-model_v6,1.0,1.9999999999999997e-61,109280.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Syngnathiaria;Syngnathiformes;Syngnathoidei;Syngnathidae;Hippocampinae;Hippocampus;Hippocampus comes,26,1162,147,1304
156,blade,AF-A0A4D9EAT4-F1-model_v6,1.0,7.250000000000001e-70,55544.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Archelosauria;Testudinata;Testudines;Cryptodira;Durocryptodira;Testudinoidea;Platysternidae;Platysternon;Platysternon megacephalum,2,1184,129,1259
157,blade,AF-A0A915EHD0-F1-model_v6,1.0,3.7e-39,166011.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Chromadorea;Rhabditida;Tylenchina;Tylenchomorpha;Sphaerularioidea;Anguinidae;Anguininae;Ditylenchus;Ditylenchus dipsaci,1,1118,157,1304
158,blade,AF-A0ABD1CZ18-F1-model_v6,1.0,4.49e-41,38569.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Endopterygota;Diptera;Nematocera;Culicomorpha;Culicoidea;Culicidae;Culicinae;Culicini;Culex;Culex;Culex pipiens complex;Culex pipiens;Culex pipiens pipiens,2,892,438,1304
159,blade,AF-A0AAV7IMW3-F1-model_v6,1.0,6.61e-45,32391.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Endopterygota;Hymenoptera;Apocrita;Ichneumonoidea;Braconidae;Microgastrinae;Cotesia;Cotesia glomerata,1,1158,1,1154
160,blade,AF-A0AAF3J5Y6-F1-model_v6,1.0,9.29e-22,2138241.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Chromadorea;Rhabditida;Rhabditina;Rhabditomorpha;Rhabditoidea;Rhabditidae;Mesorhabditinae;Mesorhabditis;Mesorhabditis belari,2,481,813,1304
161,blade,AF-A0A9Q0IW25-F1-model_v6,1.0,8.29e-20,630683.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Paracanthopterygii;Zeiogadaria;Gadariae;Gadiformes;Muraenolepidoidei;Muraenolepididae;Muraenolepis;Muraenolepis orangiensis,1,375,830,1265
162,blade,AF-A0A158PKC0-F1-model_v6,1.0,0.00216,334426.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Chromadorea;Rhabditida;Rhabditina;Rhabditomorpha;Strongyloidea;Metastrongylidae;Angiostrongylus;Angiostrongylus costaricensis,2,172,1149,1304
163,blade,AF-A0A1I8EI99-F1-model_v6,1.0,9.76e-48,6293.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Chromadorea;Rhabditida;Spirurina;Spiruromorpha;Filarioidea;Onchocercidae;Wuchereria;Wuchereria bancrofti,1,1132,1,1304
164,blade,AF-A0A7R9CMV8-F1-model_v6,1.0,1.1400000000000001e-35,61476.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Polyneoptera;Phasmatodea;Timematodea;Timematoidea;Timematidae;Timema;Timema cristinae,1,1160,1,1099
165,blade,AF-A0A8C8DMC3-F1-model_v6,1.0,1.32e-82,183150.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Ovalentaria;Atherinomorphae;Beloniformes;Adrianichthyoidei;Adrianichthyidae;Oryziinae;Oryzias;Oryzias sinensis,26,1135,147,1304
166,blade,AF-A0AA38LDH7-F1-model_v6,1.0,8.27e-06,29808.0,cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Acrogymnospermae;Pinopsida;Pinidae;Conifers II;Cupressales;Taxaceae;Taxus;Taxus chinensis,2,1080,76,957
167,blade,AF-A0AA35RM69-F1-model_v6,1.0,1.55e-38,519541.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Porifera;Demospongiae;Heteroscleromorpha;Tetractinellida;Astrophorina;Geodiidae;Geodia;Geodia barretti,7,1152,2,1109
168,blade,AF-A0A2K3NPR9-F1-model_v6,1.0,9.29e-07,57577.0,cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;eudicotyledons;Gunneridae;Pentapetalae;rosids;fabids;Fabales;Fabaceae;Papilionoideae;50 kb inversion clade;NPAAA clade;Hologalegina;IRL clade;Trifolieae;Trifolium;Trifolium pratense,3,622,635,1302
169,blade,AF-A0A6A5AZS5-F1-model_v6,1.0,1.5e-06,112090.0,cellular organisms;Eukaryota;Sar;Stramenopiles;Oomycota;Saprolegniomycetes;Saprolegniales;Verrucalvaceae;Aphanomyces;Aphanomyces astaci,9,579,595,1304
170,blade,AF-A0AAV0R1C0-F1-model_v6,1.0,5.04e-13,586396.0,cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;eudicotyledons;Gunneridae;Pentapetalae;rosids;fabids;Malpighiales;Linaceae;Linum;Linum tenue,2,1123,7,1251
171,blade,AF-A0A818S591-F1-model_v6,1.0,6.69e-26,392032.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Gnathifera;Rotifera;Eurotatoria;Bdelloidea;Philodinida;Philodinidae;Rotaria;Rotaria socialis,2,1081,4,1304
172,blade,AF-A0A8C7MFW4-F1-model_v6,1.0,1.72e-58,8019.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Protacanthopterygii;Salmoniformes;Salmonidae;Salmoninae;Oncorhynchus;Oncorhynchus kisutch,6,1121,9,1304
173,blade,AF-A0A819E6A4-F1-model_v6,1.0,4.5e-40,392033.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Gnathifera;Rotifera;Eurotatoria;Bdelloidea;Philodinida;Philodinidae;Rotaria;Rotaria sordida,117,1133,3,1065
174,blade,AF-A0A1I8N034-F1-model_v6,1.0,1.3400000000000002e-47,7370.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Endopterygota;Diptera;Brachycera;Muscomorpha;Eremoneura;Cyclorrhapha;Schizophora;Calyptratae;Muscoidea;Muscidae;Muscinae;Muscini;Musca;Musca;Musca domestica,2,1045,248,1304
175,blade,AF-A0A069DX80-F1-model_v6,1.0,3.37e-29,65343.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Paraneoptera;Hemiptera;Prosorrhyncha;Heteroptera;Euheteroptera;Neoheteroptera;Panheteroptera;Cimicomorpha;Reduvioidea;Reduviidae;Triatominae;Panstrongylus;Panstrongylus megistus,2,652,626,1304
176,blade,AF-M4BPS5-F1-model_v6,1.0,7.28e-09,559515.0,cellular organisms;Eukaryota;Sar;Stramenopiles;Oomycota;Peronosporomycetes;Peronosporales;Peronosporaceae;Hyaloperonospora;Hyaloperonospora arabidopsidis;Hyaloperonospora arabidopsidis Emoy2,7,669,605,1304
177,blade,AF-A0A670I236-F1-model_v6,1.0,4.5399999999999995e-67,64176.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Lepidosauria;Squamata;Bifurcata;Unidentata;Episquamata;Laterata;Lacertibaenia;Lacertidae;Lacertinae;Podarcis;Podarcis muralis,1,1093,165,1304
178,blade,AF-A0A3Q1F967-F1-model_v6,1.0,5.12e-66,80966.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Ovalentaria;Ovalentaria incertae sedis;Pomacentridae;Acanthochromis;Acanthochromis polyacanthus,2,1080,122,1304
179,blade,AF-A0A6P6HMM7-F1-model_v6,1.0,2.98e-16,9696.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Laurasiatheria;Carnivora;Feliformia;Felidae;Felinae;Puma;Puma concolor,93,672,44,1231
180,blade,AF-A0AB34GA82-F1-model_v6,1.0,8.37e-61,9764.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Laurasiatheria;Artiodactyla;Whippomorpha;Cetacea;Mysticeti;Eschrichtiidae;Eschrichtius;Eschrichtius robustus,21,1065,280,1304
181,blade,AF-A0A1I8J2S1-F1-model_v6,1.0,2.24e-34,282301.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Platyhelminthes;Rhabditophora;Macrostomorpha;Macrostomida;Macrostomidae;Macrostomum;Macrostomum lignano,2,1105,1,1101
182,blade,AF-M3TFI1-F1-model_v6,1.0,1.25e-14,885319.0,cellular organisms;Eukaryota;Amoebozoa;Evosea;Archamoebae;Mastigamoebida;Entamoebidae;Entamoeba;Entamoeba histolytica;Entamoeba histolytica HM-1:IMSS;Entamoeba histolytica HM-1:IMSS-B,41,955,374,1301
183,blade,AF-J9EW84-F1-model_v6,1.0,5.4e-17,6293.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Chromadorea;Rhabditida;Spirurina;Spiruromorpha;Filarioidea;Onchocercidae;Wuchereria;Wuchereria bancrofti,18,809,198,1304
184,blade,AF-A0A401NZB4-F1-model_v6,1.0,1.1999999999999999e-60,75743.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Chondrichthyes;Elasmobranchii;Selachii;Galeomorphii;Galeoidea;Carcharhiniformes;Scyliorhinidae;Scyliorhinus;Scyliorhinus torazame,1,1101,1,1111
185,blade,AF-A0A9D4DY65-F1-model_v6,1.0,2.12e-39,45954.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Bivalvia;Autobranchia;Heteroconchia;Euheterodonta;Imparidentia;Neoheterodontei;Myida;Dreissenoidea;Dreissenidae;Dreissena;Dreissena polymorpha,1,715,548,1304
186,blade,AF-A0A3B0K6R0-F1-model_v6,1.0,2.8e-40,7266.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Endopterygota;Diptera;Brachycera;Muscomorpha;Eremoneura;Cyclorrhapha;Schizophora;Acalyptratae;Ephydroidea;Drosophilidae;Drosophilinae;Drosophilini;Drosophila;Sophophora;obscura group;obscura subgroup;Drosophila guanche,2,1026,227,1304
187,blade,AF-A0A8B6XZ36-F1-model_v6,1.0,5.98e-53,6087.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Cnidaria;Hydrozoa;Hydroidolina;Anthoathecata;Aplanulata;Hydridae;Hydra;Hydra vulgaris,1,1097,1,1189
188,blade,AF-A0A6V7VMH3-F1-model_v6,1.0,8.62e-20,390850.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Chromadorea;Rhabditida;Tylenchina;Tylenchomorpha;Tylenchoidea;Meloidogynidae;Meloidogyninae;Meloidogyne;Meloidogyne enterolobii,4,539,792,1304
189,blade,AF-A0A0T6BCZ5-F1-model_v6,1.0,2.49e-53,1629725.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Endopterygota;Coleoptera;Polyphaga;Scarabaeiformia;Scarabaeoidea;Scarabaeidae;Dynastinae;Oryctes;Oryctes borbonicus,2,1069,207,1304
190,blade,AF-A0A8R7TW81-F1-model_v6,1.0,1.07e-12,4572.0,cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;Liliopsida;Petrosaviidae;commelinids;Poales;Poaceae;BOP clade;Pooideae;Triticodae;Triticeae;Triticinae;Triticum;Triticum urartu,7,985,62,1304
191,blade,AF-A0A5N3V507-F1-model_v6,1.0,6.83e-18,9888.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Laurasiatheria;Artiodactyla;Ruminantia;Pecora;Cervidae;Muntiacinae;Muntiacus;Muntiacus muntjak,73,823,140,806
192,blade,AF-A0A9P0P8I7-F1-model_v6,1.0,4.7999999999999995e-46,200917.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Endopterygota;Coleoptera;Polyphaga;Cucujiformia;Chrysomeloidea;Chrysomelidae;Bruchinae;Bruchini;Acanthoscelides;Acanthoscelides obtectus,2,883,413,1304
193,blade,AF-W6U812-F1-model_v6,1.0,7.12e-32,6210.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Platyhelminthes;Cestoda;Eucestoda;Cyclophyllidea;Taeniidae;Echinococcus;Echinococcus granulosus group;Echinococcus granulosus,27,1044,107,1027
194,blade,AF-E4YX63-F1-model_v6,1.0,3.4099999999999998e-40,34765.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Tunicata;Appendicularia;Copelata;Oikopleuridae;Oikopleura;Oikopleura dioica,5,1077,1,1109
195,blade,AF-A0A9P0Q444-F1-model_v6,1.0,4.5600000000000005e-35,200917.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Endopterygota;Coleoptera;Polyphaga;Cucujiformia;Chrysomeloidea;Chrysomelidae;Bruchinae;Bruchini;Acanthoscelides;Acanthoscelides obtectus,44,1078,1,1153
196,blade,AF-A0AAD3N4L6-F1-model_v6,1.0,1.89e-07,270547.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Carangaria;Carangaria incertae sedis;Centropomidae;Lates;Lates japonicus,1,171,998,1168
197,blade,AF-A0A9Q1JA68-F1-model_v6,1.0,6.7e-40,118154.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Elopocephalai;Elopocephala;Elopomorpha;Anguilliformes;Synaphobranchidae;Synaphobranchinae;Synaphobranchus;Synaphobranchus kaupii,8,562,752,1304
198,blade,AF-A0A6J3A8I7-F1-model_v6,1.0,5.7900000000000005e-80,30538.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Laurasiatheria;Artiodactyla;Tylopoda;Camelidae;Vicugna;Vicugna pacos,79,1057,14,1147
199,blade,AF-G3NS86-F1-model_v6,1.0,4.15e-41,481459.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Eupercaria;Perciformes;Cottioidei;Gasterosteales;Gasterosteidae;Gasterosteus;Gasterosteus aculeatus;Gasterosteus aculeatus aculeatus,1,646,649,1304
200,blade,AF-A0A819ZSB0-F1-model_v6,1.0,1.25e-14,2762512.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Gnathifera;Rotifera;Eurotatoria;Bdelloidea;Philodinida;Philodinidae;Rotaria;unclassified Rotaria;Rotaria sp. Silwood2,573,1048,555,1065
201,blade,AF-A0A817ENN0-F1-model_v6,1.0,8.240000000000001e-22,2762512.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Gnathifera;Rotifera;Eurotatoria;Bdelloidea;Philodinida;Philodinidae;Rotaria;unclassified Rotaria;Rotaria sp. Silwood2,1,1060,13,1116
202,blade,AF-A0AAD5RB83-F1-model_v6,1.0,1.43e-37,148309.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Chromadorea;Rhabditida;Rhabditina;Rhabditomorpha;Strongyloidea;Metastrongylidae;Parelaphostrongylus;Parelaphostrongylus tenuis,3,1059,1,1147
203,blade,AF-A0AAW0IWY1-F1-model_v6,1.0,1.38e-51,447135.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Glires;Rodentia;Myomorpha;Muroidea;Cricetidae;Arvicolinae;Myodes;Myodes glareolus,3,1039,414,1250
204,blade,AF-A0AAW0NN53-F1-model_v6,1.0,2.14e-50,88201.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Gobiaria;Gobiiformes;Gobioidei;Gobiidae;Gobionellinae;Mugilogobius;Mugilogobius chulae,2,675,591,1304
205,blade,AF-A0AA36CH18-F1-model_v6,1.0,3.86e-38,96644.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Chromadorea;Rhabditida;Rhabditina;Rhabditomorpha;Rhabditoidea;Rhabditidae;Mesorhabditinae;Mesorhabditis;Mesorhabditis spiculigera,1,1056,43,1181
